comment,encoded_label
best tutorial video on langchain,1
correction gpt is a single model gpt is an application made of models,0
i love his video very informative but stop for a while and take look at his chatgpt history bro has uk visa and migrating to us just an assumption joke aside hopefully your business run smoothly keep making this kind of vids peace out,1
great introduction to langchains,1
how can someone be so good at explaining hatsoff sir,1
excellent,1
cant wait to see the next one on langchain,0
please explain the langchain in hindi,0
want to translate a pdf file larger than mb using langchain while preserving the formatting of the text and images within the pdf please guide me on how to do this and if possible provide a tutorial for this matter thank you,0
greate video do we have to get a paid account in order to use openai if yes is ther any other free packages and how to use it,1
respected sirm considering the fact that my placements are near and i dont have enough time to complete this because i have ml to do anyhow is it worth doing this crash course for the sake of placement will it create an impact since its a new technology,1
respected dhaval sir this is one of the best training content i have seen your efforts especially the hindi courses are accelerating indias pace to become a developed nation hats off to your enthusiasm and commitment,1
your videos quality is so good which camera are you use,1
awesome dhavalbhai,1
thank you for this very helpful,1
how does the payment thing work are there any alternatives,0
when im running llmpredicti want to open a restaurant for indian food suggest a fency name for this this line im getting ratelimiterror you exceeded your current quota please check your plan and billing details this errordo we have to take subscription for using openai this is the st time im using openai anyone who have face this can replythanks,0
hi dhaval rockstar what is best subscription plan chatgpt plus or chat gpt api im a developer and want to have handson experience on chatgpt api like practising for your langchain tutorialplease advice,1
i work with lots of indian people they are all all lovely apart from one guy who was pm and he was an asshole d,1
this video is wonderful sir and give more knowledge i have one query the llm buffer can be used as edge computing why because in driverless car if we are using edge computing then we get low latency for getting response,1
as usual a great tutorial sir eagerly waiting for your data science paid course sir it would be really helpful if you could let us know when you are going to launch the paid course for date science,1
data science and data analytics course plz,0
is anyone facing issue with validationerror validation error for openai i have tried all possible solutions but didnt help,0
sir is that openai api key free beacuse when i am using it after generating it shows expired,1
waiting for chat with pdf kind stuff,1
thats great video any suggestion how we can perform using huggingface and train llms on custom data and perform qna,1
the real og,1
sir is that openai api key free beacuse when i am using it after generating it shows expired,1
cant wait for more,1
do we have to make a paid account for using this openapi key,0
awesome video brother,1
i have been watching the your video last years all python and ml tutorial are great and comprehensive make video on how to create custom autonomous angent using langchai like salesgpt please kindly do the needful,1
sir you are my hero thank u so much i have improved a lot in deep learning and you are one of the reasons i trully dont know how to thank u you are literally a legend,0
hello sir thanks for guiding the entire world here you are doing a very good job i need your guidance as i have years of work experience in big mnc in finance now i am trying to explore in data analytics field for that i did one ba course from ineuron in to get the gist of this field which provided me overview of power bi tableau sql python currently working in sm position and thinking to move in this field in future for that please guide do i need to enroll in xlri or great learning in some pgp in data science and business analytics as i cant enroll in big colleges like isb due to money constraints and neither i cant crack their catmat exams i have limited time to devote here and need quick results please suggest or do i need to enroll some other small companies like ineuron udemy etc but i need big brand degree atleast,1
from where you learned langchain,0
this is what i have been waiting for please make more tutorials on langchain,1
very informative session i code along with you and learned a lot about langchain and llm bring more videos on how to connect with databases other data sources so it can be more beneficial,1
as usual dhaval rocks cant explain this better and clear,1
thanks a lot sir,1
hi good evening sir,1
sharp o clock,-1
folks heres a link to our bootcamp for learning ai and data science in the most practical way,1
im facing error in order tracking,0
hello ji try to download ngrok but system is blocking it due to security threat is there any alternative,-1
the chatbot is not opening in web demo mode ssl security issue and the url is showing not found error,0
i got a problem in tracking order section,0
have somebody able to download ngrok im not able to download it and tried turning off my windows security still im not able to download,0
i am not able to integrate this idk why,-1
sir your timestamps are not working its just the text,0
wow this project is incredible i learned so much from your video the way you explain everything stepbystep made it so easy to follow and understand keep up the amazing work youre truly inspiring i complete this project in just days before deadline of my external project submission thank you sir,1
dialogflow es agent is free or paid,1
not getting this response from the backend any advice,0
so this i choose as my major project and i need help in this i am not getting the same result while connecting the fast api please help me sir,0
just got called for a data scientist llm interview looking for your guidance and how can i reach you,0
thanks for this video,1
hello sir please reply i have an error at it does not shows result as received trackorder contextongoing tracking in the backend when we enter id in dialogflow please provide me solution,0
iam not understanding from track order,0
how can we retrive information from database like mongodb,0
but sir how can we have entity and relation in a doctor appointment system,0
i am having the issue in orderadd intent we are given the prompts right in that food item prompt i have given but it is tracking to default fallback intent what to do can u plsss explain it sir,1
sir your methd of teaching is very clear and understandable you not just focused on building project but you also discussed project management and software development techniques thank you for making such great tutorial,1
sir i am facing a problem in chatbot that track order is unable to found,-1
introduction problem statement scope of work using chatgpt for solution design architecture finalizing chatbot building steps reason for choosing dialogflow dialogflow setup dialogflow intents dialogflow entities dialogflow setup dialogflow contexts fulfillment database setup backend setup fastapi python backend coding website integration exercise and next steps happy ending,1
why dont you sing a lullaby instead,0
dear sir i have been facing an error at for several days despite my efforts to resolve it i havent been able to figure it out could you kindly provide me an opportunity to contact you or assist me in solving this issue it would greatly help me in my job search thank you,1
i am getting error at uvicorn and it showing uvicorn not regonised and timestamp in video is,0
web hook execution successful but fulfillment text is ging error an occured whats the best approach to de bug,1
hi sir when im giving only pizza as a entry to new order getting removed pizza its not giving me sorry add proper quantity its directly moving to remove contxt any suggestion,0
sir i have made this as my final year projct but the problem is im getting this as fullfillment status webhook call failed error unavailable state urlunreachable reason unreachablexx http status code how to solve this issue it is not connecting to baclkend everything is done according to as said in video,-1
big fan sir,0
excellent,1
really premium content thanks for sharing me how to say thanks infinite times to someone chatgpt while trueprintthanks,1
dear please do endtoend porjects on genai chatbots sentiment analysisetc,0
i am getting webhook call failed error failedprecondition state urlerror reason errorother http status code how to resolve it plzz tell,-1
thanks a lot,1
sir can u upload ur excersise videos,0
can we use vs code in place of pycharm,0
hello sir please reply i have an error at it does not shows result as received trackorder contextongoing tracking in the backend when we enter id in dialogflow please provide me solution,0
how to deploy this bro,0
i am not able to get order status from backend still printing recived trackorder context ongoing tracking as response web hook is done successfully,1
plz first off all dowload packahes where we can use to start video,1
could u tell me how to deploy this chatbot i have searched many tutorials there is no such videos,1
some part of dialogflow lectures are missing ex in video it is not shown that how intent trackorder context ongoingtracking is been made i tried but its not working,-1
who have came from aicte internship,0
this is absolutely great muchas gracias,1
can anyone tell where is the zip file,0
took me a lot of time and effort but got to finish it yay now for all those who commented on the method not allowed issue try all the possible solutions and if nothing works try running the fastapi server on a different port like that did the trick for me by the way kudos,0
diaglogflow seemed to require a lot of training for example when it asked to remove mango lasi do you know of another tool that would replace dialogflow that better interprets both the intention and the entity,1
hello sir i am unable to get order id from the backend could you sort if you dont mind,-1
hey can we do the coding part of this project in javascript or typescript in nodejs environment,0
if you are facing errors make sure to add webhook after ngrok url in dialogflow run cmd as administrator and run the ngrok server,1
the issue occurred at and i havent received a solution for it error keyerror orderid info post internal server error error exception in asgi application file cccddddesktopnlpplaygroundfoodchatbotrashikechatbotforfooddeliveryvenvlibpythonsitepackagesstarletteroutingpy line in app response await frequest file cccddddesktopnlpplaygroundfoodchatbotrashikechatbotforfooddeliveryvenvlibpythonsitepackagesfastapiroutingpy line in app rawresponse await runendpointfunction file cccddddesktopnlpplaygroundfoodchatbotrashikechatbotforfooddeliveryvenvlibpythonsitepackagesfastapiroutingpy line in runendpointfunction return await dependantcallvalues file cccddddesktopnlpplaygroundfoodchatbotrashikechatbotforfooddeliverymainpy line in handlerequest return intenthandlerdictintentparameters sessionid file cccddddesktopnlpplaygroundfoodchatbotrashikechatbotforfooddeliverymainpy line in trackorder orderid intparametersorderid keyerror orderid,0
i am trying to built pandeyjifood bot but i am getting this error in fillfilment status webhook call failed error notfound state urlerror reason errornotfound http status code i have already run the app and my localhost is forwaded to ngrok website and its been used in diagflow fullfilment sectionchecked hello world and its working but when i am trying to check whether my trackorder request is getting back from backend its showing me the above error i have correctly specified the intents name its needed can someone please help me with this,-1
pretty great but what about teaching us how to create a chatbot from scratch i mean without using any framework just for us to know exactly how its done first and then after that you would teach how to do the same thing using a framework,1
so u gave the input data using a plain text didnt scrape it from the website,-1
timestamps introduction problem statement scope of work using chatgpt for solution design architecture finalizing chatbot building steps reason for choosing dialogflow dialogflow setup dialogflow intents dialogflow entities dialogflow setup dialogflow contexts fulfillment database setup backend setup fastapi python backend coding website integration exercise and next steps end happy ending,1
please tell me how i can connect this code to my mern stack website,0
i am getting the error detailmethod not allowed for the step at please guide,0
bryce crossing,0
your content is absolutely superb,1
nice project,1
hi great project thankyou for such amazing work i finished this project everything was working fine but when i restarted my laptop and tried to run the html file it gives empty response why is it so it doesnt establish a connection with sql database it seems,1
may i know is it a worthy project for a person who want to become aiml engineer,1
hi all im a beginner and getting below error detail method not allowed,0
thank you loved the way you made this simpler,1
dietrich roads,0
nice one dude really learnt a lot,1
at exactly one hour min if we remove the contexts its working its detecting mango lassi or samosa,1
hi fellow coders why fuzzy matching not showing while creating entity,0
when i want to assign an entity to an intent keyword it didnt assign the entity and a popup shows cannot switch back to templatedeprecated what can i do,0
give me bhav paji,0
is ngrok is paid now,0
we can add one more functionality to this project let suppose i have added pizzas and chhole bhature to my order but i want to remove only pizzas out of that then the current logic is not helpful in that case as it is removing pizzas as whole entity this can be implemented using simple logic by retrieving the quantity for the particular item we want to remove and how much quantity we want to remove great learning experience from this project and appreciate the way you have promoted the use of chatgpt to improve productivity,1
can i get the source code,0
great content but name of the bot is a lil sus,1
can anyone give me the project summary for resume,0
what a rubbish end toend project video you have done things off the camera and it is not running even the provided code is not working correctly,0
i open sql file of this section on pgadmin but it is not showing any tablecan any one explain why,0
i am getting default fallback intent when i try to add order in the chatbot despite of adding training phases can anyone help,0
couldnot open ngrok due to potential virus please help me,0
hello sir i am developing the chatbot through your video but it is not working for order add when the food item is out of the list can you please help me sir,0
thanks for share i enjoyed to much this usefull content,1
i am facing an issue at when i am doing the same it is showing error access denied does anyone know how to resolve it,0
paid ya free,1
sir ye dialogflow website paid hai free,1
after extracting ngrok zip file ngrokexe is not visible to me,0
sir it is not loading order id and other funtion of sql in chatbot,-1
sir i have a doubt where can i ask,0
could you please create an videos on creating customer chat bot implementation using chatgptgemini,0
guys while installing ngrok file chrome shows it is suscpious activity then search in the chatgpt it shows like by exposing local services to the internet you potentially open up your system to external attacks if the services are not properly secured if you dont implement proper authentication and authorization mechanisms anyone with access to the ngrok url can interact with your local service attackers might use ngrok to bypass firewall rules or security policies in place within a network making it a tool that can be abused if it falls into the wrong hands best practice ngrok provides options to secure tunnels with authentication tokens use these to ensure that only authorized users can access your exposed services,0
today i completed the entire project successfully bunch of thanks for your effort and clear explanations,1
explanations are magical preparation quality of video in one word everything is so much perfect specially explanations about termins in details are awesome clear thank you for your time,1
siri am unable to convert http to i tried a lot sir by using ngrokplease help me sir,-1
your content is very nice thanks sir,1
timestamps introduction problem statement scope of work using chatgpt for solution design architecture finalizing chatbot building steps reason for choosing dialogflow dialogflow setup dialogflow intents dialogflow entities dialogflow setup dialogflow contexts fulfillment database setup backend setup fastapi python backend coding website integration exercise and next steps end happy ending,1
you didnt explain ordertracking ongoingtracking and how to ge the response back from the backend,0
hello sir just loved this project need a small favour can you provide a diffrent dataset for this kind of project,1
boss i have been stuck for days now trying to beat the secs webhook timeout on df es i learnt to use df with this video can you help with this a video would much appreciated sir,1
sir this dialogflow is too long to create an intent is there any way to improve performance,0
sir can we modify the design and theme of the chatbot look,0
successfully executed,1
timestamps introduction problem statement scope of work using chatgpt for solution design architecture finalizing chatbot building steps reason for choosing dialogflow dialogflow setup dialogflow intents dialogflow entities dialogflow setup dialogflow contexts fulfillment database setup backend setup fastapi python backend coding website integration exercise and next steps happy ending,1
thank you for the most amazing video i learnt more than any other course it was an exhilarating experience creating and integrating the chat bot thanks dhaval sir,1
this is gret but ngrok connection is not working sying method not allowed i tried different options but no luck all libraries are installed ngrok is up running webhook is done in dialogflow in fulfillment intent,0
you have just created the video and posted we are trying the code and getting errors can you please do a session resolving all the issues,0
webhook call failed error not found state urlerror whenever i am trying to get handle request,-1
i cant get handle request default response using webhook,0
hey there when i tried to run the server it showed detail method not allowed i think the url is not connecting the backend to the frontend if anyone found similar problem and found the solution please kindly help,1
anyone here please help me in ngrok error,0
can we continue making this without ngrok,0
hello where i can find the code,0
error error loading asgi app could not import module main im getting this error any solution please suggest,1
i literally find this video very helpful explaining each and every detail is very convenient in learning thank you for making this video,1
i added some more intents but it is not working is there a limitation on adding number of intents in dialogflow,1
kidney touching story,1
can we add end conversation button in dialogflow es,0
hello sir i want to add an order details feature which helps users can view there placed order and in this code any user can track orders of any user i want to segregate user which helps only tracking of their placed order only please help my it is very urgent for me,0
is it possible to get the ppt that you are showing,0
i hope can get somebody help please currently i am doing my fyp project it still in the initial stage and i am planning to build a web application might use springboot and in this web application i want to add an ai chatbox feature is like a popup chatbox where can help to answer users question for this ai chatbox i am planning to use dialogflow to build it but i am confusing now in later on how can i combine this different thing together or i can said how can i implement this dialogflow chatbox in my web app later or any suggestion beside that spring boot hope can getting some respond from here thank you,0
any one please help me im getting lot of errors while setting up the ngrok server plllllsssssssssssss,0
hi i really enjoyed watching this video you did put so much effort to explain this i was trying to remake it but whenever i add the context to any intent and i try to test it the agent outputs the default sentence can anyone help me fix this problem,1
dialogflow es is free,1
please give me an answer to my question,0
great tutorial on nlp and creating a chatbot using dialogflow one question i have is regarding the management of conversations within intents i noticed that all the conversations are predefined within intents however what if a customer phrases their question or response differently but it still falls under the same title or service in such cases the chatbot might not recognize the variation and could trigger the default fallback intent which isnt ideal how can we ensure that the chatbot responds appropriately even if the conversation isnt explicitly defined within intents looking forward to your insights on this aspect thanks,1
where i can find the zip file that you told in starting of the video,0
thank you very much for this content i love this,1
hello sir while confirming the order bit showing your order id is and its not showing number plz help me,0
completed the project it has been a great learning curve thankyou for creating such an amazing content,1
amazing contentyou have covered everything endtoend so extensively like how in real world projects are executedthanks a ton,1
thanks a lot brothervery nicely explainedi have tried and successfully developed the tutorial let me know if someone need help,1
at the information is not fetching from the database when we tried to track the order by using orderid the reason is we not yet created orderid parameters under action and parameters section at this intent trackordercontextongoingtracking so you will be facing key error when you tried to execute the backend server perform the below steps under action and parameters section at this intent trackordercontextongoingtracking give a parameter name orderid make it as required map it to the entity numberinteger specify the value orderid if needed define prompts after doing this execute the fastapi backend server it will give a http url convert that to by using ngrok since fulfillment requires a secure url and comeback to dialogflow and test the chatbot the results will be fetched,1
sir please build project on knowledge graph base chatbot,-1
thank you for the video it is really helpful can we integrate vertex ai and dialogflow so that to use generative ai techniques in dialogflow,1
how about if i dont use mysql i use monggodb,0
hey also just to let you know that if we add quantity of a previously ordered food item like i want to add one more lassi already have one in that case the bot would fail i incorporated the above scenario for both addition and removal of item in order by simple dictionary comparision is there a better way to implement this,0
can someone help me i am facing issue linking the database to the code everything is done but when i try to acces order it says not available,-1
hi first of all great content here thanks a lot for your work much appreciated just for information there is an issue in the code as we kept entity as biryani but in the db the entity name is vegetable biryani hence the fulfillment request will run but the sql query will cause an issue,1
i did the project using the source code in vs code except track order everything is working can you please tell me what should i do to make it work,0
the content is amazing i wish to develop a digital health therapist can you please help me in this task,1
write a python code using first api as a vacant that can handle webhook request coming from dialogue flow i have following intents orderaddorderremove write individual functions to handle each of these intense each function should take parameters and sessional id as an input session id can be extracted from output context with a query result in a book request their should be only one way book handler and then inside the code based on the intent weekend out the call to different functions,0
can you please export dialog agent and share the download link,0
hi dhaval i am getting an error get method not allowed how to resolve that anyone plese help me,0
please extend the playlist or make a separate playlist for nlp with dl like rnn lstm autoencoder attention etc your reply will be highly appreciated and i liked your teaching style,1
building a chatbot for pandeys eatery website the main point is to implement two features new order and tracking order in the first round dialogflow is a cloudbased platform to build chatbots ordering and tracking items in a python function using entity information create intent for tracking orders entities and training phrases can be used to assign meaning to user input the chatbot has been trained to recognize and process user commands related to adding and removing items from an ongoing order implementing fulfillment in dialogflow for backend integration set up ngrok to enable secure http protocol query fulfillment process involves enabling webhook calls for fulfillment and handling track order intents implementing different intents in a chatbot implement a dictionarybased routing system to handle different intents copy and paste the code for extracting session id from the session stream into a separate generic helper file merge two dictionaries and summarize the order details into a string create a function called save to database to insert a new order into the orders table creating a function to handle database operations and order tracking remove items from order and handle error conditions the function is updated to remove items from the current order clean cash before starting a new order to avoid incomplete orders,0
here is not explain trackordercontextongoingtracking about parameter name and value,0
im getting an error using ngrok can you please help,0
your series is awesome i have learnt a lot when is the next trainingproject video coming out sir,1
sir your nlp playlist is awesome and you are a great but what is the advantage of learning all the techniques of nlp if we have to use dialogflow for making chatbot it will be great if you make a nlp project where we will use all these techniques and make project from scratch,1
did he write whole code for this project,1
this is based on what gen ai or llm,0
thank you for the tutorial and one doubt can we integrate gen ai with this like vertex ai features,0
youre the mvp,0
thanks for clearing a pathway for the beginners that how they can be an nlp expert in future can u send me ppt presentation of this project its help me a lot sir,0
thanks for clearing a pathway for the beginners that how they can be an nlp expert in future,0
this is amazing thank you very much and what about training the chatbot on an enterprise data and answer automatically many question shall we add an intent to any expected topic what about we have thousands of topics,1
i am just working on the orderadd agent just thinking if we give a functionality in the chatbot where it will showcase the menu and the user can specify the product and quantity there we would not have to match the user expression,0
sir timestamp to lagadain,0
where can i get that website frontend and backend,0
im experiencing this challenge rn traffic was successfully tunneled to the ngrok agent but the agent failed to establish a connection to the upstream web service at addr recently passed faviconico image problem but here am i stuck again and mr c is out of options,0
hello sir is there any option to train the chatbot for the voice assistant in google dialogflow cx means there will be a voice conversation between the bot and the customer,0
really interesting,1
how to handle a quantity for example someone says i need hundred biryani or samosas,0
please help me out where should i run pip install fastapiall if i run it on anaconda prompt it runs but then when i work on pycharm it has to again install everything then it tells me to use a certain line to install uvicorn i do eveyrthing is fine but it says uvicorn not identified i am irritated with this spent almost hours on this part trying to install everything but it doest work if i run pip install fastapiall on command prompt it says that pip is not identifited neither does it identify conda command also tell if i need to install all of this stuff in my project folder or the downloaded oneplease please help,1
webhook call failed error unavailable state urlunreachable reason unreachablexx http status code facing this problem please help how to solve this i followed same step as yours but facing this error,-1
sir the mango lassi is not working because of a spelling mistake as you have put lassi but in the text you are spelling lasi maybe the spelling is creating the difference,0
bro where is the orderid intent just fell from the sky,0
how do i tackle the mismatch in quantity issue without asking the user for quantity if the user doesnt mention any quantity i want the program to assume it as,0
sir can you suggest technology i want to learn before starting this project,0
hi can i use the same for chatbot song recommendations system,0
hi dhaval i have done my post graduation in ai ml but i learnt nothing from that course in fact i got scared from nlp but after learning from your videos everything seems so easy your teaching methodology is great i have one request can you please give some overview of ms bot framework as well thank you,1
anyone having problem in assigning entities i selected the word but the tab for assigning doesnt show up,0
in i cant able to assign entity to speacific part of sentencethe menulist of entities doesnt show up what should i do,1
oh man double click on one does not show entity filter because i want to add them in sysnumber entities any suggestion,0
guys need helpim unable to add custom entities to intents as shown at on selecting a cheese pizza i dont get an option to add the custom entity item what am i doing wrong,-1
im getting error in importing data from sql file please help me out,0
not able to get the entity options after highlighing,-1
does dialogflow requires a valid credit card does free dialogflow exists with limited capability,1
i used the exact code but a order id cant seem to generate what to do,1
i am not getting the pop up menu to assign the entities when i highlight the part of training phrase,0
my backend is not connecting with dialogflow plz help,0
pav bhaji mango lassi mouth watering,0
hi i want to ask you regarding dialogflow it is possible to use dialogflow as a tool to develop rule based chatbot using technique pattern matching i am sorry im still learning about this,-1
i am getting the keyerror order id did anyone solve it,0
sir when i am trying to add extra order and removing the orderthen after completing the order there is error which saying sorry i couldnt process your order due to a backend error please place a new order again but if i only place new order and without adding extra order and removing then the output is perfect which gives order id and pricing and having no issuecan you please help me in this,0
sir when i am trying to add extra order and removing the orderthen after completing the order there is error which saying sorry i couldnt process your order due to a backend error please place a new order again but if i only place new order and without adding extra order and removing then the output is perfect which gives order id and pricing and having no issuecan you please help me in this,0
hii sirwebhook call failed error unavailable state urlunreachable reason unreachablexx http status code im getting these error would u pls help me to rectify it,-1
the url provided by ngrok is not working it is saying danger and cannot be run on browser,0
sir can u share video about medical chatbot,0
can you get dialogflow to display a greeting without giving it a prompt like hi first,1
prompts that you have given to chatgpt with the bunch of knowledge how does a newbie can prompt to gpt without having a solid foundation in all aspects we cannot utilise chatgpt,0
thanks for the tutorial can i use this guide for another language besides english thanks,1
backend files have some errors sql file is corrrect,0
sir can you please do it a new video with rasa,1
do you have any plan to make video on azure bot service azure bot service is widely use in industry also it is cost effective compare to other bot frame work,1
your content is absolutely superb i dont usually leave comments but i wanted to thank you for bringing us such amazing content subscribed,1
thank you brother,0
what are the prerequisites to start with this video other than basics in python,-1
which platform or framework does not charge for chatbot creation and which is open source,0
how to choose dataset for custom chatbot like customer service where should i find dataset for training that if not present how should we do it please answer it would be of great help,1
i request to you that please make a video in hindi its better to all other than your video is awesome and helpful thank you so much,1
hello sir i want chat bot for healthcare system could you help me,0
i have commented a queery regarding this project and the codebasics deleted my comment wow great job codebasics,1
basic,0
if ngrok use only for fastapi or flask also,0
please send the exercise code for incomplete exercise but i try not get the output for this problem and i finished working hours,0
its not showing full screen and it is not possible to scroll down the mysql workbench as you done in how to install mysql,0
is it possible to make chatbot without using dialogflow or any other platform like amazon lex,0
i cant download the resource filesthe following message appears this xml file does not appear to have any style information associated with it the document tree is shown below error codeaccessdeniedcode messageaccess deniedmessage error,0
i cant dump my sql file in sql workbenchwhat to do,0
im halfway through the video i havent setup backend before that i tried to test the code but after completing one order when i make a new order it is still taking the previous dictionary i think im unable to reset the contexts can anyone help me with this,-1
amazing i followed all the series and it was really helpfull so please i beg you for a rasa end to end tutorial like this in order to apply the nlp knowledge you teached us thanks d,1
cant i use streamlit instead of fastapi,0
hi sirbig fan of your worki learnt ml to nlp over the past few months from your videosi have a small question lets say we have pizza and mango lassi and when system prompts do you need anything else i said i add one more pizzain this case it is changing the pizza count to instead of making it i think this part needs to be updated in the code,0
error at error is webhook call failed error unavailable state urlunreachable reason unreachablexx http status code,-1
this took me days to complete as a complete beginner in nlp thank you for creating such amazing tutorials the effort behind such long tutorials is immense but this was a super helpful one the editing too was topnotch,0
sir could you make a video playlist on text summarizationtext generation with applying different models to perform,0
one thing i noticed that for exemple if i wanted to order pizzas then i wanted to remove pizza and only one remains the code removes the pizzas which it doesnt make sense so this new version will allow you to remove specefic quantity of that item def removefromorderparameters dict sessionid str if sessionid not in inprogressorders return jsonresponsecontent fulfillmenttext im having trouble finding your order sorry can you place a new order please fooditems parametersfooditem quantity intparametersnumber convert the quantity to an integer currentorder inprogressorderssessionid removeditems nosuchitems for item in fooditems if item not in currentorder nosuchitemsappenditem else if currentorderitem quantity currentorderitem quantity if currentorderitem del currentorderitem removeditemsappendfquantity item else nosuchitemsappendfinsufficient item quantity in your order inprogressorderssessionid currentorder update the modified order if lenremoveditems fulfillmenttext fremoved joinremoveditems from your order if lennosuchitems fulfillmenttext f joinnosuchitems if not currentorder fulfillmenttext your order is empty else orderstr joinfitem quantityx for item quantity in currentorderitems fulfillmenttext f here is what is left in your order orderstr return jsonresponsecontent fulfillmenttext fulfillmenttext,0
hi as part of post grad studies need to use apt repository instead of database will be able to guide me thank you,1
pandey ji ne bna diya hai yumyumbot thankyou,0
if i make to supply pdf can i share document with this project,0
beginning to an amazing project experience ok lets begin again,1
thanks a lot for sharing this project please make more end to end project with dvc and mlflow integrated in it sir it really required sir,1
sir when we deploy it what about the ngrok link i mean how to get a fixed link,-1
are solution of excercises also provided,0
can this be used with twilio to sent the messages directly to whatsapp how could i do that,0
time stamps introduction problem statement scope of work using chatgpt for solution design architecture finalizing chatbot building steps reason for choosing dialogflow dialogflow setup dialogflow intents dialogflow entities dialogflow setup dialogflow contexts fulfillment database setup backend setup fastapi python backend coding website integration exercise and next steps happy ending,1
hey hi this is ashik so i was creating a website using a design while working it suddenly triggered me how do i create a chatbot like many ecommerce website has right now so i was searching here and there but wasnt understanding any and i came across your nlp playlist and directly saw the last video for min and i am understanding the things and i realized i have little knowledge on python as i was learning dsa and no knowledge on sql but my question here is shall i understand the entire nlp playlist and slowly start with the chatbot or just make use of the last videoi mean working on them might be helpful and things might go with flow please reply if possible little confused waiting for your reply thanks ashik,0
is mysql database already built for this,0
chatbot banane ke liye rd party apis mat use karo build you own,1
hey sir what are the prerequitsitives for the course,0
source code download is down,-1
thanks by mr aryan,1
two exercises,0
about download contents,0
sample website,0
integrations,0
error open connection,0
error takes positional argument but were given,0
acknowledgement of lot of water in your mouth so here intent defined properly,0
session logic,0
endtoend test,0
total order price function,0
the content is so good very helpful for the aspirants i have stuck at a point with web demo could you assist me with this error sorry its seems to be an error during request,1
stored procedures,0
session id,0
is there any cooking recipe video after reading two chole bhature and two mango lassi i am not able to concentrate any more,1
cnx kept open,0
i want to ask this project is totally free of cost or we should have to pay to any of the software application to use,1
i am getting the error detailmethod not allowed for the step at please guide,0
please help me resolve this sir webhook call failed error notfound state urlerror reason errornotfound http status code,-1
error resolution,0
how did you get this mingw window,0
sir in my chatbot when i give id response is not available what should i do,-1
sir im started this project but im facing some issue in my chatbot when i give id response is not available can i connect you,-1
wishing you a very happy guru purnima so grateful for you sir,1
my new order intent is not working it always gives me the response of the default intent hence i deleted the new order intent and crated the intent once again then it worked for a while but now it is again giving me the response of the default intent can someone please help here,1
order id is not coming as a entity do we have to make one,0
can you add timeline please,0
is es version free the steps you are showing wont charge us anything am i correct,1
im having trouble with errno when binding to tunnel port cant be established bc the permission is denied please advise,-1
done,0
hello dhaval your videos are really inspiring and very easy to understand by any chance you have a plan to upload a series for audio processing,1
hello sir thanks for guiding the entire world here you are doing a very good job i need your guidance as i have years of work experience in big mnc in finance now i am trying to explore in data analytics field for that i did one ba course from ineuron in to get the gist of this field which provided me overview of power bi tableau sql python currently working in sm position and thinking to move in this field in future for that please guide do i need to enroll in xlri or great learning in some pgp in data science and business analytics as i cant enroll in big colleges like isb due to money constraints and neither i cant crack their catmat exams i have limited time to devote here and need quick results please suggest or do i need to enroll some other small companies like ineuron udemy etc but i need big brand degree atleast,1
i understand that you uploaded a video about nlp after a sevenmonth hiatus but unfortunately it doesnt seem to continue from where you left off theres a lack of a gradual progression from the basics to the more advanced concepts in nlp as you jumped straight into chatbots perhaps you were aware of chatgpts popularity and wanted to attract more viewers by focusing on that topic i must admit that i am a bit disappointed in this approach,0
sir while i was trying to purchase your python course i made payment using qr code but i didnt gave my number the amount was debited but i didnt got the course all the proof and information was shared to mail,0
this person deserves award on international stage,0
hello dhaval thank you so much for wonderful session here i have some suggestion you can add button here to better decision bank chatbot and other industry they use such type of ui only for dialogflow messenger and other platform,1
thank you very much for this,1
thank you sir for your valuable information,0
sir please make video on rasa,0
thanks a lot for this project you are such an amazing guru,1
nice thanks,1
isnt this obsolete now that we can use openai api to connect chatgpt our database and query upon it in natural language,0
excellent video would you mind adjusting the timestamps in the description,1
this is a really good work thanks a lot for uploading quality stuff,1
sick introduction edits sir also loved the nlp and aiml series thank you so much,0
programmer be like cheek cheek kr sbko btaodo chatgpt ko kese use krna h,0
do we have any other video coming in these series,-1
please create computer vision end end projects as well,0
when will data science bootcamp launch,0
this is like a blessing to many budding nlp professionals like me who wants to understand end to end chatbot project implementation thanks a lot the graphics cartoons are awesome by the way,1
your contents are worth watching,1
make a complete tutorial on rasa chatbot also,0
your content is absolutely amazing and keeps us hooked thanks for bridging the gap between our nations through your incredible videos sending love and appreciation from pakistan keep up the fantastic work,1
hello sir,0
would you please share me the resume template,0
just i want to improve myself,0
respected sir i am not complaining but please tell me why my project is not in at least top because i made very nice project,1
folks heres a link to our bootcamp for learning ai and data science in the most practical way,1
sorry sir what about bert or gpt or llama arent used in chabot,-1
thank you so much sir your teaching is so understandable,1
how can i connect to you i need to learn more from you i have been building a chatbot using ai and nlp if you can help me in anyway,1
absolutely the multiagent capabilities of smythos are fascinating i love how they collaborate to tackle complex tasks would love to hear more about your top features,1
sir i want to know how can we make a conversational chatbot that can recognise images uploaded by user,0
